area_type,location,area,bathrooms,balcony,price,bedrooms,price_per_sqft,total_rooms,is_luxury
Built-up  Area,Kothannur,1300.0,2.0,0.0,60.0,3.0,0.046153846153846156,5.0,0
Plot  Area,Chikkabanavar,1600.0,2.0,0.0,80.0,3.0,0.05,5.0,1
Built-up  Area,Ramamurthy Nagar,1600.0,3.0,2.0,75.0,3.0,0.046875,6.0,1
Super built-up  Area,Hennur Road,1482.0,2.0,1.0,92.0,3.0,0.0620782726045884,5.0,1
Plot  Area,Marsur,1000.0,4.0,3.0,66.0,3.0,0.066,7.0,0
Super built-up  Area,Shampura,1200.0,2.0,3.0,53.0,2.0,0.04416666666666667,4.0,0
Plot  Area,Gubbalala,600.0,3.0,2.0,75.0,3.0,0.125,6.0,1
Super built-up  Area,Kengeri,1200.0,2.0,0.0,58.0,2.0,0.04833333333333333,4.0,0
Plot  Area,Kereguddadahalli,600.0,4.0,0.0,60.0,6.0,0.1,10.0,0
Built-up  Area,Nagarbhavi,2400.0,3.0,0.0,160.0,3.0,0.06666666666666667,6.0,1
Super built-up  Area,Marathahalli,1469.0,3.0,1.0,89.0,3.0,0.0605854322668482,6.0,1
Super built-up  Area,Kanakapura,551.0,1.0,1.0,30.0,1.0,0.0544464609800363,2.0,0
Super built-up  Area,Electronics City Phase 1,1160.0,2.0,1.0,52.0,2.0,0.04482758620689655,4.0,0
Super built-up  Area,Balagere,1205.0,2.0,1.0,78.5,2.0,0.06514522821576764,4.0,1
Built-up  Area,Kasavanhalli,1550.0,2.0,3.0,52.0,3.0,0.03354838709677419,5.0,0
Super built-up  Area,Gubbalala,1745.0,3.0,2.0,125.0,3.0,0.07163323782234957,6.0,1
Super built-up  Area,AECS Layout,1028.0,2.0,1.0,42.0,2.0,0.04085603112840467,4.0,0
Super built-up  Area,Frazer Town,1700.0,3.0,1.0,180.0,3.0,0.10588235294117647,6.0,1
Super built-up  Area,Karuna Nagar,1200.0,2.0,1.0,34.0,3.0,0.028333333333333332,5.0,0
Built-up  Area,Kallumantapa,1100.0,2.0,2.0,50.0,2.0,0.045454545454545456,4.0,0
Plot  Area,Ramamurthy Nagar,1200.0,3.0,1.0,72.0,2.0,0.06,5.0,1
Super built-up  Area,Kaverappa Layout,1269.72,2.0,2.0,68.0,2.0,0.05355511451343603,4.0,1
Super built-up  Area,Electronic City Phase II,1266.0,2.0,2.0,59.0,2.0,0.04660347551342812,4.0,0
Super built-up  Area,Mysore Road,1060.0,2.0,1.0,62.0,2.0,0.05849056603773585,4.0,0
Plot  Area,Malimakanapura,1168.0,3.0,0.0,70.0,3.0,0.059931506849315065,6.0,1
Super built-up  Area,Medahalli,1552.0,2.0,1.0,51.0,2.0,0.03286082474226804,4.0,0
Super built-up  Area,Talaghattapura,2038.5,3.0,0.0,120.0,3.0,0.05886681383370125,6.0,1
Super built-up  Area,Attibele,500.0,1.0,1.0,17.0,1.0,0.034,2.0,0
Super built-up  Area,Hulimavu,1080.0,2.0,2.0,43.2,2.0,0.04,4.0,0
Plot  Area,Kattigenahalli,2100.0,4.0,2.0,155.0,4.0,0.07380952380952381,8.0,1
Super built-up  Area,Rustam Bagh Layout,1300.0,2.0,2.0,65.0,2.0,0.05,4.0,0
Built-up  Area,Electronics City Phase 1,920.0,2.0,2.0,33.0,2.0,0.035869565217391305,4.0,0
Plot  Area,New Thippasandra,817.0,2.0,1.0,120.0,4.0,0.14687882496940025,6.0,1
Built-up  Area,Harlur,1310.0,2.0,1.0,50.0,2.0,0.03816793893129771,4.0,0
Super built-up  Area,Horamavu Agara,1650.0,2.0,1.0,75.0,3.0,0.045454545454545456,5.0,1
Super built-up  Area,Garden Layout,1515.0,3.0,3.0,93.93,3.0,0.062000000000000006,6.0,1
Super built-up  Area,Raja Rajeshwari Nagar,1157.0,2.0,1.0,53.8,2.0,0.04649956784788245,4.0,0
Super built-up  Area,Viswapriyanagar.begur Road.bommanahalli.,2400.0,5.0,1.0,85.0,4.0,0.035416666666666666,9.0,1
Super built-up  Area,Konanakunte,3000.0,4.0,3.0,160.0,4.0,0.05333333333333334,8.0,1
Super built-up  Area,Basavangudi,2200.0,2.0,1.0,162.0,3.0,0.07363636363636364,5.0,1
Built-up  Area,"Hoodi Circle, ",1243.0,2.0,1.0,58.0,2.0,0.04666130329847144,4.0,0
Super built-up  Area,Rachenahalli,1530.0,2.0,2.0,74.39,3.0,0.04862091503267974,5.0,1
Super built-up  Area,Judicial Layout,2070.0,3.0,3.0,162.0,3.0,0.0782608695652174,6.0,1
Built-up  Area,Yelahanka,1815.0,3.0,2.0,82.0,3.0,0.045179063360881545,6.0,1
Super built-up  Area,Electronic City Phase II,1000.0,2.0,1.0,28.88,2.0,0.02888,4.0,0
Super built-up  Area,Ananth Nagar,982.0,2.0,2.0,24.55,2.0,0.025,4.0,0
Super built-up  Area,Hennur Road,1232.0,2.0,2.0,89.0,2.0,0.07224025974025974,4.0,1
Super built-up  Area,Binny Pete,1282.0,3.0,2.0,178.0,3.0,0.13884555382215288,6.0,1
Super built-up  Area,Yelahanka,654.0,1.0,1.0,38.4,1.0,0.058715596330275226,2.0,0
Built-up  Area,Bannerghatta Road,1181.0,2.0,0.0,55.0,2.0,0.04657070279424217,4.0,0
Super built-up  Area,Bisuvanahalli,1075.0,2.0,1.0,45.0,3.0,0.04186046511627907,5.0,0
Super built-up  Area,T K Reddy Layout,1616.0,3.0,1.0,75.0,3.0,0.04641089108910891,6.0,1
Built-up  Area,Herohalli,1800.0,6.0,0.0,44.5,5.0,0.024722222222222222,11.0,0
Plot  Area,Kumbena Agrahara,1200.0,4.0,1.0,135.0,6.0,0.1125,10.0,1
Super built-up  Area,Whitefield,1306.0,3.0,2.0,54.65,3.0,0.041845329249617154,6.0,0
Super built-up  Area,Whitefield,1626.0,3.0,3.0,89.0,3.0,0.054735547355473556,6.0,1
Built-up  Area,"Pai layout , Mahadevapura",2700.0,4.0,2.0,214.0,6.0,0.07925925925925927,10.0,1
Super built-up  Area,Whitefield,1585.0,3.0,2.0,88.0,3.0,0.0555205047318612,6.0,1
Super built-up  Area,7th Phase JP Nagar,1370.0,2.0,1.0,56.17,2.0,0.041,4.0,0
Super built-up  Area,Kanakpura Road,1495.0,2.0,2.0,90.0,2.0,0.06020066889632107,4.0,1
Super built-up  Area,frazertown,2000.0,3.0,2.0,210.0,3.0,0.105,6.0,1
Plot  Area,Bannerghatta,1375.0,3.0,0.0,57.0,3.0,0.04145454545454545,6.0,0
Super built-up  Area,Old Madras Road,3715.0,6.0,0.0,224.5,4.0,0.06043068640646029,10.0,1
Built-up  Area,Kereguddadahalli,1400.0,2.0,2.0,48.0,3.0,0.03428571428571429,5.0,0
Super built-up  Area,Kadugodi,1100.0,5.0,0.0,135.0,5.0,0.12272727272727273,10.0,1
Super built-up  Area,Whitefield,665.0,5.0,0.0,28.585,1.0,0.042984962406015036,6.0,0
Plot  Area,Hebbal Kempapura,1200.0,4.0,2.0,215.0,4.0,0.17916666666666667,8.0,1
Super built-up  Area,Yelahanka,1150.0,2.0,2.0,46.0,2.0,0.04,4.0,0
Super built-up  Area,Hebbal,1080.0,2.0,1.0,54.0,2.0,0.05,4.0,0
Super built-up  Area,Kaikondrahalli,1645.0,3.0,2.0,100.0,3.0,0.060790273556231005,6.0,1
Super built-up  Area,Doddanekundi,1760.0,3.0,3.0,176.0,3.0,0.1,6.0,1
Built-up  Area,Venkatadri Layout,595.0,1.0,1.0,42.0,1.0,0.07058823529411765,2.0,0
Plot  Area,Bommenahalli,1200.0,3.0,1.0,125.0,3.0,0.10416666666666667,6.0,1
Built-up  Area,Mahaganapathy Nagar,1410.0,2.0,3.0,67.0,2.0,0.0475177304964539,4.0,1
Built-up  Area,Huskur,1090.0,2.0,1.0,31.48,2.0,0.028880733944954128,4.0,0
Plot  Area,Ramagondanahalli,540.0,1.0,0.0,30.0,1.0,0.05555555555555555,2.0,0
Super built-up  Area,Sarjapur  Road,1300.0,2.0,2.0,60.0,2.0,0.046153846153846156,4.0,0
Built-up  Area,9th Phase JP Nagar,1890.0,2.0,2.0,85.0,3.0,0.04497354497354497,5.0,1
Super built-up  Area,Belathur,1254.0,2.0,1.0,53.0,2.0,0.04226475279106858,4.0,0
Built-up  Area,Kattigenahalli,2800.0,7.0,2.0,125.0,7.0,0.044642857142857144,14.0,1
Built-up  Area,Ulsoor,1275.0,2.0,2.0,120.0,2.0,0.09411764705882353,4.0,1
Super built-up  Area,Kathriguppe,1245.0,2.0,2.0,68.48,3.0,0.05500401606425703,5.0,1
Built-up  Area,Rustam Bagh Layout,1170.0,2.0,2.0,86.0,2.0,0.0735042735042735,4.0,1
Super built-up  Area,Panathur,1193.0,2.0,1.0,86.0,2.0,0.07208717518860017,4.0,1
Super built-up  Area,Chandapura,850.0,2.0,1.0,25.4,2.0,0.029882352941176468,4.0,0
Super built-up  Area,Marathahalli,1678.0,3.0,3.0,70.0,3.0,0.041716328963051254,6.0,1
Built-up  Area,Gunjur,1600.0,3.0,3.0,75.0,3.0,0.046875,6.0,1
Super built-up  Area,Electronics City Phase 1,1750.0,3.0,2.0,84.0,3.0,0.048,6.0,1
Super built-up  Area,Whitefield,1125.0,2.0,2.0,62.0,2.0,0.05511111111111111,4.0,0
Plot  Area,Singena Agrahara,2200.0,3.0,1.0,95.0,3.0,0.04318181818181818,6.0,1
Built-up  Area,HBR Layout,2800.0,2.0,0.0,200.0,3.0,0.07142857142857142,5.0,1
Plot  Area,R.T. Nagar,1200.0,2.0,1.0,120.0,2.0,0.1,4.0,1
Built-up  Area,Vittal Nagar,1000.0,2.0,1.0,50.0,2.0,0.05,4.0,0
Built-up  Area,Electronic City Phase II,1320.0,2.0,1.0,38.13,3.0,0.028886363636363637,5.0,0
Super built-up  Area,Ardendale,2422.0,4.0,2.0,160.0,4.0,0.06606110652353427,8.0,1
Built-up  Area,Kasavanhalli,1100.0,2.0,1.0,50.0,2.0,0.045454545454545456,4.0,0
Built-up  Area,Uttarahalli,882.0,2.0,1.0,30.0,2.0,0.034013605442176874,4.0,0
Super built-up  Area,Bisuvanahalli,845.0,2.0,1.0,37.0,2.0,0.04378698224852071,4.0,0
Super built-up  Area,Kambipura,883.0,2.0,1.0,39.0,2.0,0.044167610419026046,4.0,0
Super built-up  Area,Thanisandra,776.5,2.0,1.0,48.145,1.0,0.06200257566001288,3.0,0
Super built-up  Area,Brookefield,1595.0,3.0,3.0,88.0,3.0,0.05517241379310345,6.0,1
Built-up  Area,Whitefield,1280.0,2.0,0.0,85.0,2.0,0.06640625,4.0,1
Super built-up  Area,Bhuvaneshwari Nagar,920.0,2.0,0.0,35.0,2.0,0.03804347826086957,4.0,0
Super built-up  Area,Choodasandra,1300.0,2.0,3.0,57.0,2.0,0.04384615384615385,4.0,0
Super built-up  Area,Harlur,1757.0,3.0,2.0,132.0,3.0,0.07512805919180421,6.0,1
Super built-up  Area,Anekal,600.0,1.0,1.0,16.5,1.0,0.0275,2.0,0
Built-up  Area,Jnanabharathi Layout,2400.0,3.0,2.0,142.0,4.0,0.059166666666666666,7.0,1
Super built-up  Area,Sarjapur,1240.0,2.0,1.0,44.0,2.0,0.035483870967741936,4.0,0
Plot  Area,Kadarenahalli,750.0,10.0,1.0,90.0,10.0,0.12,20.0,1
Super built-up  Area,EPIP Zone,1330.0,2.0,1.0,93.36,2.0,0.0701954887218045,4.0,1
Super built-up  Area,8th Phase JP Nagar,1062.0,2.0,1.0,42.47,2.0,0.03999058380414312,4.0,0
Built-up  Area,JP Nagar,1078.0,2.0,2.0,45.0,2.0,0.041743970315398886,4.0,0
Super built-up  Area,Bannerghatta Road,1460.0,2.0,2.0,72.0,3.0,0.049315068493150684,5.0,1
Plot  Area,Whitefield,1200.0,3.0,2.0,68.5,3.0,0.05708333333333333,6.0,1
Super built-up  Area,Laggere,1200.0,1.0,1.0,48.0,1.0,0.04,2.0,0
Super built-up  Area,Kammasandra,912.0,2.0,1.0,39.0,3.0,0.04276315789473684,5.0,0
Super built-up  Area,Hosa Road,912.0,3.0,1.0,115.0,3.0,0.12609649122807018,6.0,1
Plot  Area,Prithvi Layout,2028.0,4.0,3.0,162.0,4.0,0.07988165680473373,8.0,1
Super built-up  Area,Mysore Road,980.0,2.0,1.0,45.47,2.0,0.04639795918367347,4.0,0
Built-up  Area,Sarjapur  Road,1000.0,2.0,2.0,40.0,2.0,0.04,4.0,0
Super built-up  Area,Sarjapur  Road,1050.0,2.0,1.0,62.0,2.0,0.05904761904761905,4.0,0
Super built-up  Area,Domlur,1875.0,2.0,2.0,150.0,3.0,0.08,5.0,1
Super built-up  Area,Hennur Road,1065.0,2.0,1.0,42.6,2.0,0.04,4.0,0
Built-up  Area,Sanjay nagar,1800.0,3.0,2.0,180.0,3.0,0.1,6.0,1
Super built-up  Area,Sector 7 HSR Layout,1163.0,2.0,2.0,98.86,2.0,0.0850042992261393,4.0,1
Super built-up  Area,Tumkur Road,1098.0,2.0,1.0,72.0,2.0,0.06557377049180328,4.0,1
Built-up  Area,5th Phase JP Nagar,1725.0,2.0,2.0,100.0,3.0,0.057971014492753624,5.0,1
Super built-up  Area,Thubarahalli,1128.0,2.0,2.0,75.0,2.0,0.06648936170212766,4.0,1
Plot  Area,Subramanyanagar,1320.0,6.0,2.0,200.0,8.0,0.15151515151515152,14.0,1
Super built-up  Area,Yelahanka,1705.0,3.0,1.0,74.16,3.0,0.04349560117302052,6.0,1
Super built-up  Area,Thigalarapalya,1418.0,2.0,2.0,95.0,2.0,0.06699576868829338,4.0,1
Built-up  Area,Ramamurthy Nagar,1500.0,3.0,1.0,160.0,3.0,0.10666666666666667,6.0,1
Built-up  Area,Hebbal,1100.0,2.0,2.0,50.0,2.0,0.045454545454545456,4.0,0
Super built-up  Area,KUDLU MAIN ROAD,1464.0,3.0,2.0,56.0,3.0,0.03825136612021858,6.0,0
Super built-up  Area,Hebbal,812.0,2.0,2.0,55.0,2.0,0.06773399014778325,4.0,0
Super built-up  Area,Binny Pete,2817.5,2.0,2.0,204.0,4.0,0.07240461401952085,6.0,1
Super built-up  Area,Doddanekundi,1280.0,2.0,2.0,40.0,2.0,0.03125,4.0,0
Super built-up  Area,Whitefield,1420.0,2.0,2.0,136.0,2.0,0.09577464788732394,4.0,1
Plot  Area,1 Ramamurthy Nagar,1200.0,11.0,0.0,170.0,11.0,0.14166666666666666,22.0,1
Plot  Area,Kadugondanahalli,727.0,6.0,2.0,66.0,6.0,0.0907840440165062,12.0,0
Plot  Area,Banashankari Stage II,1200.0,2.0,1.0,150.0,4.0,0.125,6.0,1
Super built-up  Area,Old Airport Road,2774.0,4.0,1.0,207.0,4.0,0.07462148521989906,8.0,1
Super built-up  Area,5th Stage BEML Layout,2000.0,3.0,2.0,85.0,3.0,0.0425,6.0,1
Super built-up  Area,HBR Layout,1722.0,3.0,2.0,95.0,3.0,0.05516840882694541,6.0,1
Plot  Area,IVC Road,3817.0,3.0,1.0,124.0,3.0,0.032486245742729895,6.0,1
Carpet  Area,Jaya Mahal layout,1650.0,3.0,3.0,175.0,3.0,0.10606060606060606,6.0,1
Built-up  Area,BSM Extension,840.0,2.0,2.0,27.0,2.0,0.03214285714285714,4.0,0
Built-up  Area,Jigani,914.0,2.0,2.0,47.0,2.0,0.05142231947483589,4.0,0
Super built-up  Area,Hennur Road,1482.0,2.0,2.0,83.73,3.0,0.05649797570850203,5.0,1
Super built-up  Area,Kundalahalli,1724.0,3.0,2.0,127.0,3.0,0.07366589327146171,6.0,1
Super built-up  Area,Vijinapura,1670.0,3.0,3.0,91.86,3.0,0.055005988023952096,6.0,1
Super built-up  Area,Banaswadi,1184.0,2.0,3.0,53.0,2.0,0.044763513513513514,4.0,0
Super built-up  Area,Kodigehaali,1200.0,2.0,1.0,55.0,2.0,0.04583333333333333,4.0,0
Plot  Area,TC Palaya,1200.0,2.0,0.0,65.0,2.0,0.05416666666666667,4.0,0
Super built-up  Area,Jigani,927.0,2.0,2.0,55.0,2.0,0.0593311758360302,4.0,0
Super built-up  Area,P&T Layout,1242.0,2.0,3.0,39.7,2.0,0.0319645732689211,4.0,0
Built-up  Area,Electronic City Phase II,1220.0,3.0,1.0,35.23,3.0,0.028877049180327866,6.0,0
Built-up  Area,Electronic City,1360.0,2.0,1.0,75.0,3.0,0.05514705882352941,5.0,1
Super built-up  Area,7th Phase JP Nagar,1180.0,2.0,2.0,72.0,2.0,0.061016949152542375,4.0,1
Super built-up  Area,Whitefield,1697.0,3.0,2.0,108.0,3.0,0.06364172068355922,6.0,1
Super built-up  Area,Yelahanka New Town,550.0,2.0,1.0,26.0,2.0,0.04727272727272727,4.0,0
Super built-up  Area,Hennur,1225.0,2.0,1.0,57.0,2.0,0.04653061224489796,4.0,0
Super built-up  Area,Byrasandra,1690.0,2.0,2.0,55.0,3.0,0.03254437869822485,5.0,0
Super built-up  Area,Veerannapalya,1488.0,3.0,2.0,57.0,3.0,0.038306451612903226,6.0,0
Built-up  Area,Chowdeshwari Layout,1250.0,2.0,1.0,80.0,3.0,0.064,5.0,1
Super built-up  Area,JP Nagar,1050.0,1.0,1.0,44.0,1.0,0.0419047619047619,2.0,0
Super built-up  Area,HSR Layout,1027.0,2.0,2.0,44.0,2.0,0.042843232716650435,4.0,0
Super built-up  Area,Kanakpura Road,1699.0,3.0,3.0,81.94,3.0,0.04822836962919364,6.0,1
Built-up  Area,Whitefield,1205.0,2.0,2.0,58.0,2.0,0.048132780082987554,4.0,0
Plot  Area,Mathikere Extension,712.0,2.0,1.0,67.5,4.0,0.09480337078651685,6.0,1
Super built-up  Area,Horamavu Agara,950.0,2.0,3.0,39.0,2.0,0.04105263157894737,4.0,0
Plot  Area,TC Palaya,1200.0,2.0,0.0,70.0,2.0,0.058333333333333334,4.0,1
Super built-up  Area,Akshaya Nagar,1476.0,3.0,1.0,120.0,3.0,0.08130081300813008,6.0,1
Built-up  Area,CV Raman Nagar,1070.0,2.0,1.0,55.0,2.0,0.0514018691588785,4.0,0
Super built-up  Area,EPIP Zone,2160.0,4.0,2.0,172.0,3.0,0.07962962962962963,7.0,1
Super built-up  Area,Sector 2 HSR Layout,1296.0,2.0,1.0,75.0,2.0,0.05787037037037037,4.0,1
Built-up  Area,Chikkalasandra,1800.0,1.0,1.0,128.0,2.0,0.07111111111111111,3.0,1
Super built-up  Area,Kanakpura Road,1570.0,3.0,3.0,64.5,3.0,0.0410828025477707,6.0,0
Super built-up  Area,Koramangala,1300.0,2.0,3.0,110.0,2.0,0.08461538461538462,4.0,1
Built-up  Area,Sarjapur,1550.0,2.0,2.0,65.0,4.0,0.041935483870967745,6.0,0
Super built-up  Area,Electronic City,770.0,1.0,1.0,40.0,2.0,0.05194805194805195,3.0,0
Built-up  Area,Jalahalli,1870.0,3.0,1.0,110.0,3.0,0.058823529411764705,6.0,1
Plot  Area,Anantapura,1650.0,4.0,1.0,160.0,3.0,0.09696969696969697,7.0,1
Super built-up  Area,Domlur,1429.0,3.0,3.0,86.0,3.0,0.06018194541637509,6.0,1
Super built-up  Area,Babusapalaya,1167.0,2.0,2.0,39.98,3.0,0.034258783204798623,5.0,0
Super built-up  Area,Bommasandra,1035.0,2.0,1.0,41.73,2.0,0.04031884057971014,4.0,0
Super built-up  Area,Kengeri,1188.0,2.0,2.0,38.0,3.0,0.03198653198653199,5.0,0
Plot  Area,Sarjapur,1200.0,3.0,1.0,76.0,3.0,0.06333333333333334,6.0,1
Super built-up  Area,Nagarbhavi,884.0,2.0,2.0,36.0,1.0,0.04072398190045249,3.0,0
Super built-up  Area,Haralur Road,1194.0,2.0,2.0,46.0,2.0,0.038525963149078725,4.0,0
Super built-up  Area,Hoodi,1026.0,2.0,1.0,60.87,2.0,0.05932748538011696,4.0,0
Plot  Area,Shivaji Nagar,1400.0,6.0,3.0,200.0,7.0,0.14285714285714285,13.0,1
Super built-up  Area,Kaikondrahalli,1115.0,2.0,2.0,50.0,2.0,0.04484304932735426,4.0,0
Plot  Area,Hebbal Kempapura,1200.0,2.0,1.0,125.0,2.0,0.10416666666666667,4.0,1
Super built-up  Area,Old Airport Road,2690.0,4.0,3.0,191.0,4.0,0.07100371747211896,8.0,1
Super built-up  Area,Subramanyapura,975.0,2.0,1.0,58.0,2.0,0.059487179487179485,4.0,0
Plot  Area,Hosa Road,675.0,3.0,2.0,72.5,3.0,0.10740740740740741,6.0,1
Super built-up  Area,Chamrajpet,1900.0,2.0,1.0,170.0,4.0,0.08947368421052632,6.0,1
Plot  Area,Banashankari,600.0,3.0,1.0,100.0,3.0,0.16666666666666666,6.0,1
Super built-up  Area,OMBR Layout,1101.0,2.0,2.0,65.5,2.0,0.059491371480472295,4.0,0
Super built-up  Area,Sarjapur  Road,1700.0,3.0,3.0,135.0,3.0,0.07941176470588235,6.0,1
Super built-up  Area,Padmanabhanagar,1258.0,2.0,2.0,115.0,2.0,0.09141494435612083,4.0,1
Carpet  Area,Kanakpura Road,1560.0,3.0,2.0,92.0,3.0,0.05897435897435897,6.0,1
Super built-up  Area,Old Madras Road,3630.0,6.0,1.0,195.0,4.0,0.05371900826446281,10.0,1
Super built-up  Area,Hebbal,2790.0,4.0,3.0,198.0,4.0,0.07096774193548387,8.0,1
Super built-up  Area,Badavala Nagar,1494.0,2.0,2.0,94.55,3.0,0.06328647925033468,5.0,1
Super built-up  Area,Hennur Road,1482.0,2.0,1.0,87.0,3.0,0.058704453441295545,5.0,1
Super built-up  Area,Rustam Bagh Layout,800.0,2.0,3.0,50.0,2.0,0.0625,4.0,0
Super built-up  Area,Raja Rajeshwari Nagar,1185.0,2.0,2.0,47.39,2.0,0.0399915611814346,4.0,0
Super built-up  Area,Hulimavu,1100.0,2.0,2.0,71.5,2.0,0.065,4.0,1
Built-up  Area,NRI Layout,1300.0,2.0,0.0,120.0,2.0,0.09230769230769231,4.0,1
Super built-up  Area,4th Block Koramangala,1225.0,2.0,2.0,150.0,2.0,0.12244897959183673,4.0,1
Super built-up  Area,Hulimavu,1758.0,3.0,2.0,65.0,3.0,0.036973833902161544,6.0,0
Super built-up  Area,Banaswadi,1145.0,2.0,2.0,55.0,2.0,0.048034934497816595,4.0,0
Built-up  Area,Hormavu,1180.0,2.0,2.0,50.0,2.0,0.0423728813559322,4.0,0
Super built-up  Area,Belatur,1260.0,2.0,2.0,58.0,2.0,0.046031746031746035,4.0,0
Super built-up  Area,Yelahanka,3461.0,2.0,2.0,173.0,4.0,0.0499855533082924,6.0,1
Built-up  Area,Arekere,1190.0,2.0,2.0,55.0,2.0,0.046218487394957986,4.0,0
Super built-up  Area,Sarjapur  Road,1691.0,3.0,2.0,119.0,3.0,0.0703725606150207,6.0,1
Built-up  Area,Frazer Town,1305.0,3.0,3.0,95.45,3.0,0.07314176245210728,6.0,1
Plot  Area,Kamakya Layout,1200.0,2.0,2.0,150.0,2.0,0.125,4.0,1
Super built-up  Area,Domlur,1206.0,2.0,1.0,217.0,2.0,0.1799336650082919,4.0,1
Plot  Area,Vignana Nagar,1350.0,4.0,1.0,130.0,5.0,0.0962962962962963,9.0,1
Super built-up  Area,Kogilu,1140.0,2.0,1.0,50.66,2.0,0.04443859649122807,4.0,0
Super built-up  Area,Nallurhalli,1250.0,2.0,2.0,65.0,2.0,0.052,4.0,0
Plot  Area,Kamakshipalya,600.0,2.0,1.0,60.0,3.0,0.1,5.0,0
Super built-up  Area,Chinnapanahalli,1225.0,2.0,2.0,48.0,2.0,0.03918367346938775,4.0,0
Built-up  Area,Kereguddadahalli,800.0,2.0,2.0,28.0,2.0,0.035,4.0,0
Super built-up  Area,Jalahalli East,1020.0,2.0,1.0,58.0,2.0,0.056862745098039215,4.0,0
Built-up  Area,TC Palaya,2100.0,2.0,1.0,50.0,4.0,0.023809523809523808,6.0,0
Plot  Area,Lingarajapuram,1350.0,2.0,1.0,80.0,2.0,0.05925925925925926,4.0,1
Super built-up  Area,Anekal,925.0,2.0,1.0,40.0,2.0,0.043243243243243246,4.0,0
Built-up  Area,Yelachenahalli,1800.0,3.0,1.0,220.0,4.0,0.12222222222222222,7.0,1
Built-up  Area,3rd Block HBR Layout,2000.0,3.0,1.0,100.0,3.0,0.05,6.0,1
Built-up  Area,Frazer Town,1510.0,2.0,1.0,75.0,3.0,0.04966887417218543,5.0,1
Super built-up  Area,Laxmi Sagar Layout,1614.0,3.0,1.0,110.0,3.0,0.06815365551425032,6.0,1
Plot  Area,Yeshwanthpur,682.0,2.0,1.0,130.0,3.0,0.1906158357771261,5.0,1
Plot  Area,Gottigere,1200.0,2.0,0.0,95.0,2.0,0.07916666666666666,4.0,1
Plot  Area,TC Palaya,900.0,2.0,0.0,55.0,2.0,0.06111111111111111,4.0,0
Built-up  Area,Bommenahalli,1632.0,3.0,0.0,145.0,4.0,0.08884803921568628,7.0,1
Super built-up  Area,OMBR Layout,1041.0,2.0,2.0,65.5,2.0,0.06292026897214217,4.0,0
Super built-up  Area,Marathahalli,1530.0,3.0,2.0,74.5,3.0,0.04869281045751634,6.0,1
Super built-up  Area,Sector 2 HSR Layout,1450.0,2.0,2.0,135.0,3.0,0.09310344827586207,5.0,1
Super built-up  Area,Bannerghatta Road,1200.0,2.0,2.0,75.0,2.0,0.0625,4.0,1
Plot  Area,Sahakara Nagar,1200.0,4.0,2.0,130.0,4.0,0.10833333333333334,8.0,1
Super built-up  Area,Hosur Road,1508.0,2.0,1.0,110.0,3.0,0.07294429708222812,5.0,1
Built-up  Area,New Gurappana Palya,600.0,7.0,3.0,106.0,7.0,0.17666666666666667,14.0,1
Super built-up  Area,Dodda Nekkundi Extension,1188.0,2.0,3.0,73.0,2.0,0.061447811447811446,4.0,1
Super built-up  Area,Old Airport Road,2690.0,4.0,3.0,199.0,4.0,0.07397769516728625,8.0,1
Super built-up  Area,Harlur,1174.0,2.0,1.0,76.0,2.0,0.06473594548551959,4.0,1
Super built-up  Area,Old Madras Road,1350.0,3.0,1.0,58.99,3.0,0.043696296296296296,6.0,0
Super built-up  Area,Frazer Town,1870.0,3.0,3.0,185.0,3.0,0.09893048128342247,6.0,1
Super built-up  Area,Kengeri Satellite Town,1072.0,2.0,1.0,25.0,2.0,0.02332089552238806,4.0,0
Plot  Area,Nelamangala,52272.0,2.0,1.0,140.0,3.0,0.0026782981328435872,5.0,1
Super built-up  Area,Kengeri,726.0,2.0,1.0,31.0,2.0,0.04269972451790634,4.0,0
Super built-up  Area,Hosur Road,1345.0,2.0,2.0,106.0,2.0,0.07881040892193308,4.0,1
Super built-up  Area,Begur Road,1200.0,2.0,2.0,45.0,2.0,0.0375,4.0,0
Built-up  Area,Nagavarapalya,980.0,2.0,0.0,37.0,2.0,0.03775510204081633,4.0,0
Super built-up  Area,Hormavu,1050.0,2.0,1.0,77.0,2.0,0.07333333333333333,4.0,1
Super built-up  Area,Uttarahalli,993.0,2.0,1.0,39.71,2.0,0.03998992950654582,4.0,0
Super built-up  Area,7th Phase JP Nagar,1300.0,2.0,2.0,52.0,3.0,0.04,5.0,0
Super built-up  Area,Vittasandra,1743.0,3.0,2.0,85.0,3.0,0.04876649454962708,6.0,1
Plot  Area,Whitefield,1204.0,4.0,1.0,125.0,4.0,0.10382059800664452,8.0,1
Plot  Area,Hormavu,1200.0,2.0,0.0,67.0,2.0,0.05583333333333333,4.0,1
Super built-up  Area,2nd Block Hrbr Layout,1480.0,3.0,2.0,90.0,3.0,0.060810810810810814,6.0,1
Super built-up  Area,Sarjapur,950.0,2.0,2.0,32.5,2.0,0.034210526315789476,4.0,0
Built-up  Area,Domlur,640.0,1.0,0.0,55.0,1.0,0.0859375,2.0,0
Super built-up  Area,Electronic City Phase II,972.0,2.0,1.0,44.0,2.0,0.04526748971193416,4.0,0
Super built-up  Area,Marathahalli,1840.0,3.0,3.0,98.0,3.0,0.05326086956521739,6.0,1
